Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,exchange,ACT Symbol,Exchange,CQS Symbol,NASDAQ Symbol,act_symbol_backup,cqs_symbol_backup
GNRC,Generac Holdlings Inc. Common Stock,,N,,100,N,,NYSE,GNRC,N,GNRC,GNRC,GNRC,GNRC
GNW,Genworth Financial Inc Common Stock,,N,,100,N,,NYSE,GNW,N,GNW,GNW,GNW,GNW
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,GOF,N,GOF,GOF,GOF,GOF
GOLF,Acushnet Holdings Corp. Common Stock,,N,,100,N,,NYSE,GOLF,N,GOLF,GOLF,GOLF,GOLF
GPC,Genuine Parts Company Common Stock,,N,,100,N,,NYSE,GPC,N,GPC,GPC,GPC,GPC
GPI,"Group 1 Automotive, Inc. Common Stock",,N,,100,N,,NYSE,GPI,N,GPI,GPI,GPI,GPI
GPMT,Granite Point Mortgage Trust Inc. Common Stock,,N,,100,N,,NYSE,GPMT,N,GPMT,GPMT,GPMT,GPMT
GPN,Global Payments Inc. Common Stock,,N,,100,N,,NYSE,GPN,N,GPN,GPN,GPN,GPN
GPRK,Geopark Ltd Common Shares,,N,,100,N,,NYSE,GPRK,N,GPRK,GPRK,GPRK,GPRK
GRBK,"Green Brick Partners, Inc. Common Stock",,N,,100,N,,NYSE,GRBK,N,GRBK,GRBK,GRBK,GRBK
GRC,Gorman-Rupp Company (The) Common Stock,,N,,100,N,,NYSE,GRC,N,GRC,GRC,GRC,GRC
GRDN,"Guardian Pharmacy Services, Inc. Class A Common Stock",,N,,100,N,,NYSE,GRDN,N,GRDN,GRDN,GRDN,GRDN
GRMN,Garmin Ltd. Common Stock (Switzerland),,N,,100,N,,NYSE,GRMN,N,GRMN,GRMN,GRMN,GRMN
GRND,Grindr Inc. Common Stock,,N,,100,N,,NYSE,GRND,N,GRND,GRND,GRND,GRND
GRNT,"Granite Ridge Resources, Inc. Common Stock",,N,,100,N,,NYSE,GRNT,N,GRNT,GRNT,GRNT,GRNT
GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",,N,,100,N,,NYSE,GROV,N,GROV,GROV,GROV,GROV
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,,N,,100,N,,NYSE,GRX,N,GRX,GRX,GRX,GRX
GS,"Goldman Sachs Group, Inc. (The) Common Stock",,N,,100,N,,NYSE,GS,N,GS,GS,GS,GS
GSBD,"Goldman Sachs BDC, Inc. Common Stock",,N,,100,N,,NYSE,GSBD,N,GSBD,GSBD,GSBD,GSBD
GSL,Global Ship Lease Inc New Class A Common Shares,,N,,100,N,,NYSE,GSL,N,GSL,GSL,GSL,GSL
GTES,Gates Industrial Corporation plc Ordinary Shares,,N,,100,N,,NYSE,GTES,N,GTES,GTES,GTES,GTES
GTLS,"Chart Industries, Inc. Common Stock",,N,,100,N,,NYSE,GTLS,N,GTLS,GTLS,GTLS,GTLS
GTN,"Gray Media, Inc. Common Stock",,N,,100,N,,NYSE,GTN,N,GTN,GTN,GTN,GTN
GTN.A,"Gray Media, Inc. Class A Common Stock",,N,,100,N,,NYSE,GTN.A,N,GTN.A,GTN.A,GTN.A,GTN.A
GTY,Getty Realty Corporation Common Stock,,N,,100,N,,NYSE,GTY,N,GTY,GTY,GTY,GTY
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,GUG,N,GUG,GUG,GUG,GUG
GUT,Gabelli Utility Trust (The) Common Stock,,N,,100,N,,NYSE,GUT,N,GUT,GUT,GUT,GUT
GVA,Granite Construction Incorporated Common Stock,,N,,100,N,,NYSE,GVA,N,GVA,GVA,GVA,GVA
GWH,"ESS Tech, Inc. Common Stock",,N,,100,N,,NYSE,GWH,N,GWH,GWH,GWH,GWH
GWRE,"Guidewire Software, Inc. Common Stock",,N,,100,N,,NYSE,GWRE,N,GWRE,GWRE,GWRE,GWRE
GWW,"W.W. Grainger, Inc. Common Stock",,N,,100,N,,NYSE,GWW,N,GWW,GWW,GWW,GWW
GXO,"GXO Logistics, Inc. Common Stock ",,N,,100,N,,NYSE,GXO,N,GXO,GXO,GXO,GXO
H,Hyatt Hotels Corporation Class A Common Stock,,N,,100,N,,NYSE,H,N,H,H,H,H
HAE,Haemonetics Corporation Common Stock,,N,,100,N,,NYSE,HAE,N,HAE,HAE,HAE,HAE
HAFN,Hafnia Limited Common Shares,,N,,100,N,,NYSE,HAFN,N,HAFN,HAFN,HAFN,HAFN
HAL,Halliburton Company Common Stock,,N,,100,N,,NYSE,HAL,N,HAL,HAL,HAL,HAL
HASI,"HA Sustainable Infrastructure Capital, Inc. Common Stock",,N,,100,N,,NYSE,HASI,N,HASI,HASI,HASI,HASI
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,,N,,100,N,,NYSE,HBB,N,HBB,HBB,HBB,HBB
HBI,Hanesbrands Inc. Common Stock,,N,,100,N,,NYSE,HBI,N,HBI,HBI,HBI,HBI
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),,N,,100,N,,NYSE,HBM,N,HBM,HBM,HBM,HBM
HCA,"HCA Healthcare, Inc. Common Stock",,N,,100,N,,NYSE,HCA,N,HCA,HCA,HCA,HCA
HCC,"Warrior Met Coal, Inc. Common Stock",,N,,100,N,,NYSE,HCC,N,HCC,HCC,HCC,HCC
HCI,"HCI Group, Inc. Common Stock",,N,,100,N,,NYSE,HCI,N,HCI,HCI,HCI,HCI
HD,"Home Depot, Inc. (The) Common Stock",,N,,100,N,,NYSE,HD,N,HD,HD,HD,HD
HDB,HDFC Bank Limited Common Stock,,N,,100,N,,NYSE,HDB,N,HDB,HDB,HDB,HDB
HE,"Hawaiian Electric Industries, Inc. Common Stock",,N,,100,N,,NYSE,HE,N,HE,HE,HE,HE
HEI,Heico Corporation Common Stock,,N,,100,N,,NYSE,HEI,N,HEI,HEI,HEI,HEI
HEI.A,Heico Corporation Common Stock,,N,,100,N,,NYSE,HEI.A,N,HEI.A,HEI.A,HEI.A,HEI.A
HEQ,John Hancock Diversified Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,HEQ,N,HEQ,HEQ,HEQ,HEQ
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,HFRO,N,HFRO,HFRO,HFRO,HFRO
HG,"Hamilton Insurance Group, Ltd. Class B Common Shares",,N,,100,N,,NYSE,HG,N,HG,HG,HG,HG
HGLB,Highland Global Allocation Fund Common Stock,,N,,100,N,,NYSE,HGLB,N,HGLB,HGLB,HGLB,HGLB
HGTY,"Hagerty, Inc. Class A Common Stock",,N,,100,N,,NYSE,HGTY,N,HGTY,HGTY,HGTY,HGTY
HGV,Hilton Grand Vacations Inc. Common Stock ,,N,,100,N,,NYSE,HGV,N,HGV,HGV,HGV,HGV
HHH,Howard Hughes Holdings Inc. Common Stock,,N,,100,N,,NYSE,HHH,N,HHH,HHH,HHH,HHH
HI,Hillenbrand Inc Common Stock,,N,,100,N,,NYSE,HI,N,HI,HI,HI,HI
HIG,"The Hartford Insurance Group, Inc. Common Stock",,N,,100,N,,NYSE,HIG,N,HIG,HIG,HIG,HIG
HII,"Huntington Ingalls Industries, Inc. Common Stock",,N,,100,N,,NYSE,HII,N,HII,HII,HII,HII
HIMS,"Hims & Hers Health, Inc. Class A Common Stock",,N,,100,N,,NYSE,HIMS,N,HIMS,HIMS,HIMS,HIMS
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock",,N,,100,N,,NYSE,HIO,N,HIO,HIO,HIO,HIO
HIPO,Hippo Holdings Inc. Common Stock,,N,,100,N,,NYSE,HIPO,N,HIPO,HIPO,HIPO,HIPO
HIW,"Highwoods Properties, Inc. Common Stock",,N,,100,N,,NYSE,HIW,N,HIW,HIW,HIW,HIW
HIX,Western Asset High Income Fund II Inc. Common Stock,,N,,100,N,,NYSE,HIX,N,HIX,HIX,HIX,HIX
HL,Hecla Mining Company Common Stock,,N,,100,N,,NYSE,HL,N,HL,HL,HL,HL
HLF,Herbalife Ltd. Common Shares,,N,,100,N,,NYSE,HLF,N,HLF,HLF,HLF,HLF
HLI,"Houlihan Lokey, Inc. Class A Common Stock",,N,,100,N,,NYSE,HLI,N,HLI,HLI,HLI,HLI
HLIO,"Helios Technologies, Inc. Common Stock",,N,,100,N,,NYSE,HLIO,N,HLIO,HLIO,HLIO,HLIO
HLLY,Holley Inc. Common Stock,,N,,100,N,,NYSE,HLLY,N,HLLY,HLLY,HLLY,HLLY
HLT,Hilton Worldwide Holdings Inc. Common Stock ,,N,,100,N,,NYSE,HLT,N,HLT,HLT,HLT,HLT
HLX,"Helix Energy Solutions Group, Inc. Common Stock",,N,,100,N,,NYSE,HLX,N,HLX,HLX,HLX,HLX
HMC,"Honda Motor Company, Ltd. Common Stock",,N,,100,N,,NYSE,HMC,N,HMC,HMC,HMC,HMC
HMN,Horace Mann Educators Corporation Common Stock,,N,,100,N,,NYSE,HMN,N,HMN,HMN,HMN,HMN
HNGE,"Hinge Health, Inc. Class A Common Stock",,N,,100,N,,NYSE,HNGE,N,HNGE,HNGE,HNGE,HNGE
HNI,HNI Corporation Common Stock,,N,,100,N,,NYSE,HNI,N,HNI,HNI,HNI,HNI
HOG,"Harley-Davidson, Inc. Common Stock",,N,,100,N,,NYSE,HOG,N,HOG,HOG,HOG,HOG
HOMB,"Home BancShares, Inc. Common Stock",,N,,100,N,,NYSE,HOMB,N,HOMB,HOMB,HOMB,HOMB
HOUS,"Anywhere Real Estate Inc. Common Stock,",,N,,100,N,,NYSE,HOUS,N,HOUS,HOUS,HOUS,HOUS
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock",,N,,100,N,,NYSE,HOV,N,HOV,HOV,HOV,HOV
HP,"Helmerich & Payne, Inc. Common Stock",,N,,100,N,,NYSE,HP,N,HP,HP,HP,HP
HPE,Hewlett Packard Enterprise Company Common Stock,,N,,100,N,,NYSE,HPE,N,HPE,HPE,HPE,HPE
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,HPI,N,HPI,HPI,HPI,HPI
HPP,"Hudson Pacific Properties, Inc. Common Stock",,N,,100,N,,NYSE,HPP,N,HPP,HPP,HPP,HPP
HPQ,HP Inc. Common Stock,,N,,100,N,,NYSE,HPQ,N,HPQ,HPQ,HPQ,HPQ
HR,Healthcare Realty Trust Incorporated Common Stock,,N,,100,N,,NYSE,HR,N,HR,HR,HR,HR
HRB,"H&R Block, Inc. Common Stock",,N,,100,N,,NYSE,HRB,N,HRB,HRB,HRB,HRB
HRI,Herc Holdings Inc. Common Stock ,,N,,100,N,,NYSE,HRI,N,HRI,HRI,HRI,HRI
HRL,Hormel Foods Corporation Common Stock,,N,,100,N,,NYSE,HRL,N,HRL,HRL,HRL,HRL
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",,N,,100,N,,NYSE,HRTG,N,HRTG,HRTG,HRTG,HRTG
HSBC,"HSBC Holdings, plc. Common Stock",,N,,100,N,,NYSE,HSBC,N,HSBC,HSBC,HSBC,HSBC
HSHP,Himalaya Shipping Ltd. Common Shares,,N,,100,N,,NYSE,HSHP,N,HSHP,HSHP,HSHP,HSHP
HSY,The Hershey Company Common Stock,,N,,100,N,,NYSE,HSY,N,HSY,HSY,HSY,HSY
HTB,"HomeTrust Bancshares, Inc. Common Stock",,N,,100,N,,NYSE,HTB,N,HTB,HTB,HTB,HTB
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,HTD,N,HTD,HTD,HTD,HTD
HTGC,"Hercules Capital, Inc. Common Stock",,N,,100,N,,NYSE,HTGC,N,HTGC,HTGC,HTGC,HTGC
HUBB,Hubbell Inc Common Stock,,N,,100,N,,NYSE,HUBB,N,HUBB,HUBB,HUBB,HUBB
HUBS,"HubSpot, Inc. Common Stock",,N,,100,N,,NYSE,HUBS,N,HUBS,HUBS,HUBS,HUBS
HUM,Humana Inc. Common Stock,,N,,100,N,,NYSE,HUM,N,HUM,HUM,HUM,HUM
HUN,Huntsman Corporation Common Stock,,N,,100,N,,NYSE,HUN,N,HUN,HUN,HUN,HUN
HVT,"Haverty Furniture Companies, Inc. Common Stock",,N,,100,N,,NYSE,HVT,N,HVT,HVT,HVT,HVT
HVT.A,"Haverty Furniture Companies, Inc. Common Stock",,N,,100,N,,NYSE,HVT.A,N,HVT.A,HVT.A,HVT.A,HVT.A
HWM,Howmet Aerospace Inc. Common Stock,,N,,100,N,,NYSE,HWM,N,HWM,HWM,HWM,HWM
HXL,Hexcel Corporation Common Stock,,N,,100,N,,NYSE,HXL,N,HXL,HXL,HXL,HXL
HY,"Hyster-Yale, Inc. Class A common stock",,N,,100,N,,NYSE,HY,N,HY,HY,HY,HY
HYAC,Haymaker Acquisition Corp. 4 Class A Ordinary Shares,,N,,100,N,,NYSE,HYAC,N,HYAC,HYAC,HYAC,HYAC
HYI,Western Asset High Yield Opportunity Fund Inc. Common Stock,,N,,100,N,,NYSE,HYI,N,HYI,HYI,HYI,HYI
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock",,N,,100,N,,NYSE,HYT,N,HYT,HYT,HYT,HYT
HZO,"MarineMax, Inc.  (FL) Common Stock",,N,,100,N,,NYSE,HZO,N,HZO,HZO,HZO,HZO
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,IAE,N,IAE,IAE,IAE,IAE
IAG,Iamgold Corporation Ordinary Shares,,N,,100,N,,NYSE,IAG,N,IAG,IAG,IAG,IAG
IBM,International Business Machines Corporation Common Stock,,N,,100,N,,NYSE,IBM,N,IBM,IBM,IBM,IBM
IBN,ICICI Bank Limited Common Stock,,N,,100,N,,NYSE,IBN,N,IBN,IBN,IBN,IBN
IBP,"Installed Building Products, Inc. Common Stock",,N,,100,N,,NYSE,IBP,N,IBP,IBP,IBP,IBP
IBTA,"Ibotta, Inc. Class A Common Stock",,N,,100,N,,NYSE,IBTA,N,IBTA,IBTA,IBTA,IBTA
ICE,Intercontinental Exchange Inc. Common Stock,,N,,100,N,,NYSE,ICE,N,ICE,ICE,ICE,ICE
ICL,ICL Group Ltd. Ordinary Shares,,N,,100,N,,NYSE,ICL,N,ICL,ICL,ICL,ICL
IDA,"IDACORP, Inc. Common Stock",,N,,100,N,,NYSE,IDA,N,IDA,IDA,IDA,IDA
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",,N,,100,N,,NYSE,IDE,N,IDE,IDE,IDE,IDE
IDT,IDT Corporation Class B Common Stock,,N,,100,N,,NYSE,IDT,N,IDT,IDT,IDT,IDT
IEX,IDEX Corporation Common Stock,,N,,100,N,,NYSE,IEX,N,IEX,IEX,IEX,IEX
IFF,"International Flavors & Fragrances, Inc. Common Stock",,N,,100,N,,NYSE,IFF,N,IFF,IFF,IFF,IFF
IFN,"India Fund, Inc. (The) Common Stock",,N,,100,N,,NYSE,IFN,N,IFN,IFN,IFN,IFN
IFS,Intercorp Financial Services Inc. Common Shares,,N,,100,N,,NYSE,IFS,N,IFS,IFS,IFS,IFS
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,IGA,N,IGA,IGA,IGA,IGA
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,,N,,100,N,,NYSE,IGI,N,IGI,IGI,IGI,IGI
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,IGR,N,IGR,IGR,IGR,IGR
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,,N,,100,N,,NYSE,IHD,N,IHD,IHD,IHD,IHD
IHS,IHS Holding Limited Ordinary Shares,,N,,100,N,,NYSE,IHS,N,IHS,IHS,IHS,IHS
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock",,N,,100,N,,NYSE,IIF,N,IIF,IIF,IIF,IIF
IIIN,"Insteel Industries, Inc. Common Stock",,N,,100,N,,NYSE,IIIN,N,IIIN,IIIN,IIIN,IIIN
IIM,Invesco Value Municipal Income Trust Common Stock,,N,,100,N,,NYSE,IIM,N,IIM,IIM,IIM,IIM
IMAX,Imax Corporation Common Stock,,N,,100,N,,NYSE,IMAX,N,IMAX,IMAX,IMAX,IMAX
INFA,Informatica Inc. Class A Common Stock,,N,,100,N,,NYSE,INFA,N,INFA,INFA,INFA,INFA
ING,"ING Group, N.V. Common Stock",,N,,100,N,,NYSE,ING,N,ING,ING,ING,ING
INGM,Ingram Micro Holding Corporation Common Stock,,N,,100,N,,NYSE,INGM,N,INGM,INGM,INGM,INGM
INN,"Summit Hotel Properties, Inc. Common Stock",,N,,100,N,,NYSE,INN,N,INN,INN,INN,INN
INR,"Infinity Natural Resources, Inc. Class A Common Stock",,N,,100,N,,NYSE,INR,N,INR,INR,INR,INR
INSP,"Inspire Medical Systems, Inc. Common Stock",,N,,100,N,,NYSE,INSP,N,INSP,INSP,INSP,INSP
INVH,Invitation Homes Inc. Common Stock,,N,,100,N,,NYSE,INVH,N,INVH,INVH,INVH,INVH
INVX,"Innovex International, Inc. Common Stock",,N,,100,N,,NYSE,INVX,N,INVX,INVX,INVX,INVX
IONQ,"IonQ, Inc. Common Stock",,N,,100,N,,NYSE,IONQ,N,IONQ,IONQ,IONQ,IONQ
IOT,Samsara Inc. Class A Common Stock,,N,,100,N,,NYSE,IOT,N,IOT,IOT,IOT,IOT
IP,International Paper Company Common Stock,,N,,100,N,,NYSE,IP,N,IP,IP,IP,IP
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock",,N,,100,N,,NYSE,IPG,N,IPG,IPG,IPG,IPG
IPI,"Intrepid Potash, Inc Common Stock",,N,,100,N,,NYSE,IPI,N,IPI,IPI,IPI,IPI
IQI,Invesco Quality Municipal Income Trust Common Stock,,N,,100,N,,NYSE,IQI,N,IQI,IQI,IQI,IQI
IQV,"IQVIA Holdings, Inc. Common Stock",,N,,100,N,,NYSE,IQV,N,IQV,IQV,IQV,IQV
IR,Ingersoll Rand Inc. Common Stock,,N,,100,N,,NYSE,IR,N,IR,IR,IR,IR
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,,N,,100,N,,NYSE,IRM,N,IRM,IRM,IRM,IRM
IRT,"Independence Realty Trust, Inc. Common Stock",,N,,100,N,,NYSE,IRT,N,IRT,IRT,IRT,IRT
IT,"Gartner, Inc. Common Stock",,N,,100,N,,NYSE,IT,N,IT,IT,IT,IT
ITT,ITT Inc. Common Stock ,,N,,100,N,,NYSE,ITT,N,ITT,ITT,ITT,ITT
ITW,Illinois Tool Works Inc. Common Stock,,N,,100,N,,NYSE,ITW,N,ITW,ITW,ITW,ITW
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,,N,,100,N,,NYSE,IVR,N,IVR,IVR,IVR,IVR
IVT,InvenTrust Properties Corp. Common Stock,,N,,100,N,,NYSE,IVT,N,IVT,IVT,IVT,IVT
IVZ,Invesco Ltd Common Stock,,N,,100,N,,NYSE,IVZ,N,IVZ,IVZ,IVZ,IVZ
J,Jacobs Solutions Inc. Common Stock,,N,,100,N,,NYSE,J,N,J,J,J,J
JACS,Jackson Acquisition Company II Class A Ordinary Shares,,N,,100,N,,NYSE,JACS,N,JACS,JACS,JACS,JACS
JBGS,JBG SMITH Properties Common Shares ,,N,,100,N,,NYSE,JBGS,N,JBGS,JBGS,JBGS,JBGS
JBI,"Janus International Group, Inc. Common Stock",,N,,100,N,,NYSE,JBI,N,JBI,JBI,JBI,JBI
JBL,Jabil Inc. Common Stock,,N,,100,N,,NYSE,JBL,N,JBL,JBL,JBL,JBL
JBS,JBS N.V. Class A Common Shares,,N,,100,N,,NYSE,JBS,N,JBS,JBS,JBS,JBS
JBTM,JBT Marel Corporation Common Stock,,N,,100,N,,NYSE,JBTM,N,JBTM,JBTM,JBTM,JBTM
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,JCE,N,JCE,JCE,JCE,JCE
JEF,Jefferies Financial Group Inc. Common Stock,,N,,100,N,,NYSE,JEF,N,JEF,JEF,JEF,JEF
JELD,"JELD-WEN Holding, Inc. Common Stock",,N,,100,N,,NYSE,JELD,N,JELD,JELD,JELD,JELD
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,,N,,100,N,,NYSE,JENA,N,JENA,JENA,JENA,JENA
JFR,Nuveen Floating Rate Income Fund Common Stock,,N,,100,N,,NYSE,JFR,N,JFR,JFR,JFR,JFR
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,JGH,N,JGH,JGH,JGH,JGH
JHG,Janus Henderson Group plc Ordinary Shares,,N,,100,N,,NYSE,JHG,N,JHG,JHG,JHG,JHG
JHI,John Hancock Investors Trust Common Stock,,N,,100,N,,NYSE,JHI,N,JHI,JHI,JHI,JHI
JHS,John Hancock Income Securities Trust Common Stock,,N,,100,N,,NYSE,JHS,N,JHS,JHS,JHS,JHS
JHX,James Hardie Industries plc. Ordinary Shares,,N,,100,N,,NYSE,JHX,N,JHX,JHX,JHX,JHX
JILL,"J. Jill, Inc. Common Stock",,N,,100,N,,NYSE,JILL,N,JILL,JILL,JILL,JILL
JLL,Jones Lang LaSalle Incorporated Common Stock,,N,,100,N,,NYSE,JLL,N,JLL,JLL,JLL,JLL
JNJ,Johnson & Johnson Common Stock,,N,,100,N,,NYSE,JNJ,N,JNJ,JNJ,JNJ,JNJ
JOBY,"Joby Aviation, Inc. Common Stock",,N,,100,N,,NYSE,JOBY,N,JOBY,JOBY,JOBY,JOBY
JOE,St. Joe Company (The) Common Stock,,N,,100,N,,NYSE,JOE,N,JOE,JOE,JOE,JOE
JOF,Japan Smaller Capitalization Fund Inc Common Stock,,N,,100,N,,NYSE,JOF,N,JOF,JOF,JOF,JOF
JPM,JP Morgan Chase & Co. Common Stock,,N,,100,N,,NYSE,JPM,N,JPM,JPM,JPM,JPM
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,JRI,N,JRI,JRI,JRI,JRI
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,,N,,100,N,,NYSE,JRS,N,JRS,JRS,JRS,JRS
JXN,Jackson Financial Inc. Class A Common Stock ,,N,,100,N,,NYSE,JXN,N,JXN,JXN,JXN,JXN
K,Kellanova Common Stock,,N,,100,N,,NYSE,K,N,K,K,K,K
KAI,Kadant Inc Common Stock,,N,,100,N,,NYSE,KAI,N,KAI,KAI,KAI,KAI
KAR,"OPENLANE, Inc. Common Stock",,N,,100,N,,NYSE,KAR,N,KAR,KAR,KAR,KAR
KBDC,"Kayne Anderson BDC, Inc. Common Stock",,N,,100,N,,NYSE,KBDC,N,KBDC,KBDC,KBDC,KBDC
KBH,KB Home Common Stock,,N,,100,N,,NYSE,KBH,N,KBH,KBH,KBH,KBH
KBR,"KBR, Inc. Common Stock",,N,,100,N,,NYSE,KBR,N,KBR,KBR,KBR,KBR
KD,"Kyndryl Holdings, Inc. Common Stock",,N,,100,N,,NYSE,KD,N,KD,KD,KD,KD
KEN,Kenon Holdings Ltd. Ordinary Shares,,N,,100,N,,NYSE,KEN,N,KEN,KEN,KEN,KEN
KEP,Korea Electric Power Corporation Common Stock,,N,,100,N,,NYSE,KEP,N,KEP,KEP,KEP,KEP
KEX,Kirby Corporation Common Stock,,N,,100,N,,NYSE,KEX,N,KEX,KEX,KEX,KEX
KEY,KeyCorp Common Stock,,N,,100,N,,NYSE,KEY,N,KEY,KEY,KEY,KEY
KEYS,Keysight Technologies Inc. Common Stock,,N,,100,N,,NYSE,KEYS,N,KEYS,KEYS,KEYS,KEYS
KF,"Korea Fund, Inc. (The) New Common Stock",,N,,100,N,,NYSE,KF,N,KF,KF,KF,KF
KFRC,"Kforce, Inc. Common Stock",,N,,100,N,,NYSE,KFRC,N,KFRC,KFRC,KFRC,KFRC
KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",,N,,100,N,,NYSE,KFS,N,KFS,KFS,KFS,KFS
KFY,Korn Ferry Common Stock,,N,,100,N,,NYSE,KFY,N,KFY,KFY,KFY,KFY
KGC,Kinross Gold Corporation Common Stock,,N,,100,N,,NYSE,KGC,N,KGC,KGC,KGC,KGC
KGS,"Kodiak Gas Services, Inc. Common Stock",,N,,100,N,,NYSE,KGS,N,KGS,KGS,KGS,KGS
KIM,Kimco Realty Corporation (HC) Common Stock,,N,,100,N,,NYSE,KIM,N,KIM,KIM,KIM,KIM
KIO,KKR Income Opportunities Fund Common Shares,,N,,100,N,,NYSE,KIO,N,KIO,KIO,KIO,KIO
KKR,KKR & Co. Inc. Common Stock,,N,,100,N,,NYSE,KKR,N,KKR,KKR,KKR,KKR
KLC,"KinderCare Learning Companies, Inc. Common Stock",,N,,100,N,,NYSE,KLC,N,KLC,KLC,KLC,KLC
KMI,"Kinder Morgan, Inc. Common Stock",,N,,100,N,,NYSE,KMI,N,KMI,KMI,KMI,KMI
KMT,Kennametal Inc. Common Stock,,N,,100,N,,NYSE,KMT,N,KMT,KMT,KMT,KMT
KN,Knowles Corporation Common Stock,,N,,100,N,,NYSE,KN,N,KN,KN,KN,KN
KNF,Knife Riv Holding Co. Common Stock,,N,,100,N,,NYSE,KNF,N,KNF,KNF,KNF,KNF
KNSL,"Kinsale Capital Group, Inc. Common Stock",,N,,100,N,,NYSE,KNSL,N,KNSL,KNSL,KNSL,KNSL
KNTK,Kinetik Holdings Inc. Class A Common Stock,,N,,100,N,,NYSE,KNTK,N,KNTK,KNTK,KNTK,KNTK
KO,Coca-Cola Company (The) Common Stock,,N,,100,N,,NYSE,KO,N,KO,KO,KO,KO
KOP,Koppers Holdings Inc. Common Stock,,N,,100,N,,NYSE,KOP,N,KOP,KOP,KOP,KOP
KORE,"KORE Group Holdings, Inc. Common Stock",,N,,100,N,,NYSE,KORE,N,KORE,KORE,KORE,KORE
KOS,Kosmos Energy Ltd. Common Shares (DE),,N,,100,N,,NYSE,KOS,N,KOS,KOS,KOS,KOS
KR,Kroger Company (The) Common Stock,,N,,100,N,,NYSE,KR,N,KR,KR,KR,KR
KRC,Kilroy Realty Corporation Common Stock,,N,,100,N,,NYSE,KRC,N,KRC,KRC,KRC,KRC
KREF,KKR Real Estate Finance Trust Inc. Common Stock,,N,,100,N,,NYSE,KREF,N,KREF,KREF,KREF,KREF
KRG,Kite Realty Group Trust Common Stock,,N,,100,N,,NYSE,KRG,N,KRG,KRG,KRG,KRG
KRMN,Karman Holdings Inc. Common Stock,,N,,100,N,,NYSE,KRMN,N,KRMN,KRMN,KRMN,KRMN
KRO,Kronos Worldwide Inc Common Stock,,N,,100,N,,NYSE,KRO,N,KRO,KRO,KRO,KRO
KSS,Kohl's Corporation Common Stock,,N,,100,N,,NYSE,KSS,N,KSS,KSS,KSS,KSS
KT,KT Corporation Common Stock,,N,,100,N,,NYSE,KT,N,KT,KT,KT,KT
KTB,"Kontoor Brands, Inc. Common Stock ",,N,,100,N,,NYSE,KTB,N,KTB,KTB,KTB,KTB
KVUE,Kenvue Inc. Common Stock,,N,,100,N,,NYSE,KVUE,N,KVUE,KVUE,KVUE,KVUE
KVYO,"Klaviyo, Inc. Series A Common Stock",,N,,100,N,,NYSE,KVYO,N,KVYO,KVYO,KVYO,KVYO
KW,Kennedy-Wilson Holdings Inc. Common Stock,,N,,100,N,,NYSE,KW,N,KW,KW,KW,KW
KWR,Quaker Houghton Common Stock,,N,,100,N,,NYSE,KWR,N,KWR,KWR,KWR,KWR
L,Loews Corporation Common Stock,,N,,100,N,,NYSE,L,N,L,L,L,L
