Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,exchange,ACT Symbol,Exchange,CQS Symbol,NASDAQ Symbol,act_symbol_backup,cqs_symbol_backup
AURE,Prestige Wealth Inc. - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
AUUD,Auddia Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
AVAV,"AeroVironment, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
AVBH,"Avidbank Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
AVBP,"ArriVent BioPharma, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
AVGO,Broadcom Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
AVO,"Mission Produce, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
AVPT,"AvePoint, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
AVR,Anteris Technologies Global Corp. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
AVT,"Avnet, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
AVTX,"Avalo Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
AVXL,Anavex Life Sciences Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
AWRE,"Aware, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
AXG,Solowin Holdings - Class A Ordinary Share,S,N,N,100,N,N,NASDAQ,,,,,,
AXGN,"Axogen, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
AXON,"Axon Enterprise, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
AXSM,"Axsome Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
AXTI,AXT Inc - Common Stock,Q,N,D,100,N,N,NASDAQ,,,,,,
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,S,N,N,100,N,N,NASDAQ,,,,,,
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,G,N,D,100,N,N,NASDAQ,,,,,,
AZTA,"Azenta, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BACC,Blue Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
BACQ,Bleichroeder Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
BAFN,BayFirst Financial Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BAND,Bandwidth Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BANF,BancFirst Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BANL,CBL International Limited - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,S,N,N,100,N,N,NASDAQ,,,,,,
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BBIO,"BridgeBio Pharma, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BBLG,Bone Biologics Corp - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BBNX,"Beta Bionics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BBSI,"Barrett Business Services, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BCAB,"BioAtla, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
BCAL,California BanCorp - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BCAX,Bicara Therapeutics Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BCDA,"BioCardia, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BCG,"Binah Capital Group, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BCML,BayCom Corp - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BCPC,Balchem Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BCTX,BriaCell Therapeutics Corp. - Common Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BDCI,BTC Development Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
BDSX,"Biodesix, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BEAG,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
BEAM,Beam Therapeutics Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BEAT,"Heartbeam, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BEEM,Beam Global - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BEEP,Mobile Infrastructure Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BELFA,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BELFB,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BENF,Beneficient - Class A Common Stock,S,N,H,100,N,N,NASDAQ,,,,,,
BFC,Bank First Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BFIN,BankFinancial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
BFRI,Biofrontera Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
BFST,"Business First Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BGC,"BGC Group, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
BGL,Blue Gold Limited - Class A ordinary shares,G,N,N,100,N,N,NASDAQ,,,,,,
BGLC,BioNexus Gene Lab Corp - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
BGM,BGM Group Ltd. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BGMS,"Bio Green Med Solution, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BHF,"Brighthouse Financial, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BHST,BioHarvest Sciences Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BIAF,"bioAffinity Technologies, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BIIB,Biogen Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BIOA,"BioAge Labs, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
BIRD,"Allbirds, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BITF,Bitfarms Ltd. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BIVI,BioVie Inc. - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
BIYA,Baiya International Group Inc.  - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BJRI,"BJ's Restaurants, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BKHA,Black Hawk Acquisition Corporation - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
BKNG,Booking Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BKR,Baker Hughes Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BKYI,"BIO-key International, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
BL,"BlackLine, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BLBD,Blue Bird Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BLBX,Blackboxstocks Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100,N,N,NASDAQ,,,,,,
BLFS,"BioLife Solutions, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BLFY,Blue Foundry Bancorp - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BLIN,"Bridgeline Digital, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BLIV,BeLive Holdings - ordinary shares,S,N,N,100,N,N,NASDAQ,,,,,,
BLKB,"Blackbaud, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BLMN,"Bloomin' Brands, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BLMZ,Harrison Global Holdings Inc. - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
BLNE,"Beeline Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BLNK,Blink Charging Co. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BLZE,"Backblaze, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BMBL,Bumble Inc. - common stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BMEA,"Biomea Fusion, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BMGL,Basel Medical Group Ltd - ordinary shares,S,N,N,100,N,N,NASDAQ,,,,,,
BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BMRA,"Biomerica, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BMRC,Bank of Marin Bancorp - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BNAI,Brand Engagement Network Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
BNBX,"Applied DNA Sciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BNC,CEA Industries Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BNGO,"Bionano Genomics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BNKK,"Bonk, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
BNRG,Brenmiller Energy Ltd - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BNTC,Benitec Biopharma Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BNZI,"Banzai International, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BODI,"The Beachbody Company, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BOF,BranchOut Food Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BOKF,BOK Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BOLD,"Boundless Bio, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BON,Bon Natural Life Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BOOM,DMC Global Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BOSC,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BOWN,Bowen Acquisition Corp - Ordinary Shares,G,N,D,100,N,N,NASDAQ,,,,,,
BOXL,Boxlight Corporation - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BPOP,"Popular, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BPRN,"Princeton Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BRAG,Bragg Gaming Group Inc. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BRFH,Barfresh Food Group Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BRID,Bridgford Foods Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BRLS,Borealis Foods Inc. - Class A Common Shares,S,N,D,100,N,N,NASDAQ,,,,,,
BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BRR,Columbus Circle Capital Corp I - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
BRTX,"BioRestorative Therapies, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BRY,Berry Corporation (bry) - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BRZE,"Braze, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BSAA,BEST SPAC I Acquisition Corp. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BSBK,Bogota Financial Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BSLK,"Bolt Projects Holdings, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
BSVN,Bank7 Corp. - Common stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BSY,"Bentley Systems, Incorporated - Class B Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BTBD,"BT Brands, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BTCS,BTCS Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BTCT,BTC Digital Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BTM,Bitcoin Depot Inc. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
BTMD,Biote Corp. - Class A common stock,G,N,N,100,N,N,NASDAQ,,,,,,
BTOC,Armlogi Holding Corp. - common stock,G,N,N,100,N,N,NASDAQ,,,,,,
BTOG,Bit Origin Limited - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
BTQ,BTQ Technologies Corp. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BTSG,"BrightSpring Health Services, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BTTC,Black Titan Corp - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BULL,Webull Corporation - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
BUSE,First Busey Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BVFL,"BV Financial, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BVS,Bioventus Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
BWB,"Bridgewater Bancshares, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BWEN,"Broadwind, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BWFG,"Bankwell Financial Group, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BWMN,Bowman Consulting Group Ltd. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
BYFC,Broadway Financial Corporation - Class A Common Stock,S,N,E,100,N,N,NASDAQ,,,,,,
BYND,"Beyond Meat, Inc. - Common stock",Q,N,N,100,N,N,NASDAQ,,,,,,
BYRN,"Byrna Technologies, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
BYSI,"BeyondSpring, Inc. - Ordinary Shares",S,N,N,100,N,N,NASDAQ,,,,,,
BZAI,"Blaize Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
BZFD,"BuzzFeed, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CABA,"Cabaletta Bio, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CAC,Camden National Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CACC,Credit Acceptance Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CADL,"Candel Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
CAEP,"Cantor Equity Partners III, Inc. - Class A Ordinary Shares",G,N,N,100,N,N,NASDAQ,,,,,,
CAI,"Caris Life Sciences, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CALC,"CalciMedica, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CAMP,CAMP4 Therapeutics Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
CAMT,Camtek Ltd. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
CAPN,Cayson Acquisition Corp - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
CAPS,Capstone Holding Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
CAPT,Captivision Inc. - Ordinary Shares,G,N,E,100,N,N,NASDAQ,,,,,,
CAR,"Avis Budget Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CARE,"Carter Bankshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CARG,"CarGurus, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CARL,"Carlsmed, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CART,Maplebear Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CARV,"Carver Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CASH,"Pathward Financial, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CASI,"CASI Pharmaceuticals, Inc. - Ordinary Shares",S,N,D,100,N,N,NASDAQ,,,,,,
CASS,"Cass Information Systems, Inc - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CASY,"Caseys General Stores, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CATY,Cathay General Bancorp - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CBAT,"CBAK Energy Technology, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
CBFV,"CB Financial Services, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
CBIO,"Crescent Biopharma, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CBK,"Commercial Bancgroup, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CBLL,"CeriBell, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CBNK,"Capital Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CBSH,"Commerce Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CBUS,"Cibus, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CCAP,"Crescent Capital BDC, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
CCB,Coastal Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CCBG,Capital City Bank Group - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CCCC,"C4 Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CCCS,CCC Intelligent Solutions Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CCCX,Churchill Capital Corp X - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
CCG,Cheche Group Inc. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
CCHH,CCH Holdings Ltd - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
CCII,Cohen Circle Acquisition Corp. II - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
CCIX,Churchill Capital Corp IX - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
CCLD,"CareCloud, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
CCNE,CNB Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CCRN,"Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
CDLX,"Cardlytics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
CDNA,"CareDx, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
CDNS,"Cadence Design Systems, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",S,N,N,100,N,N,NASDAQ,,,,,,
CDT,CDT Equity Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,S,N,D,100,N,N,NASDAQ,,,,,,
CDTX,"Cidara Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CDW,CDW Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CDXS,"Codexis, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CDZI,"Cadiz, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
CECO,CECO Environmental Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CEG,Constellation Energy Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CELC,Celcuity Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
CELH,"Celsius Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CENN,Cenntro Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
CENT,Central Garden & Pet Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,N,N,100,N,N,NASDAQ,,,,,,
CENX,Century Aluminum Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CEP,"Cantor Equity Partners, Inc. - Class A ordinary shares",G,N,N,100,N,N,NASDAQ,,,,,,
CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",G,N,N,100,N,N,NASDAQ,,,,,,
CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",G,N,N,100,N,N,NASDAQ,,,,,,
CEPT,"Cantor Equity Partners II, Inc. - Class A ordinary share",G,N,N,100,N,N,NASDAQ,,,,,,
CERO,"CERo Therapeutics Holdings, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
CERS,Cerus Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
CERT,"Certara, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CETX,Cemtrex Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
CETY,"Clean Energy Technologies, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CEVA,"CEVA, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CFBK,CF Bankshares Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
CFFI,C&F Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CFFN,"Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CFLT,"Confluent, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CFSB,"CFSB Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CG,The Carlyle Group Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CGC,Canopy Growth Corporation - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
CGCT,Cartesian Growth Corporation III - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CGEN,Compugen Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
CGNT,Cognyte Software Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
CGNX,Cognex Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
CGON,"CG Oncology, Inc. - Common stock",Q,N,N,100,N,N,NASDAQ,,,,,,
CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
CGTX,"Cognition Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
CHAC,Crane Harbor Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
CHAI,"Core AI Holdings, Inc. - Common Shares",S,N,N,100,N,N,NASDAQ,,,,,,
